yyyy,mm,tmax,tmin,af,rain,sun,station
2019.0,1,6.6,1.7,9.0,42.4,63.9,lowestoft
2019.0,2,11.1,3.0,1.0,29.0,141.3,lowestoft
2019.0,3,11.4,4.8,0.0,46.4,135.2,lowestoft
2019.0,4,12.2,5.0,1.0,10.3,194.8,lowestoft
2019.0,5,14.9,7.4,0.0,24.7,208.9,lowestoft
2019.0,6,20.0,12.3,0.0,87.7,210.7,lowestoft
2019.0,7,22.9,14.5,0.0,42.4,232.7,lowestoft
2019.0,8,23.9,13.7,0.0,20.7,281.7,lowestoft
2019.0,9,20.0,11.1,0.0,49.0,190.4,lowestoft
2019.0,10,14.7,8.5,0.0,119.3,84.2,lowestoft
2019.0,11,10.1,4.5,0.0,60.2,55.1,lowestoft
2019.0,12,8.8,3.3,3.0,81.5,65.2,lowestoft
2020.0,1,9.2,3.9,2.0,43.6,56.1,lowestoft
2020.0,2,10.1,3.8,1.0,87.7,96.9,lowestoft
2020.0,3,10.1,3.6,1.0,21.7,182.0,lowestoft
2020.0,4,14.0,5.6,1.0,25.1,255.9,lowestoft
2020.0,5,17.2,7.8,0.0,1.6,300.3,lowestoft
2020.0,6,19.8,11.2,0.0,52.2,231.7,lowestoft
2020.0,7,21.3,13.0,0.0,42.5,190.6,lowestoft
2020.0,8,23.4,15.6,0.0,49.1,197.1,lowestoft
2020.0,9,19.5,11.2,0.0,122.9,177.9,lowestoft
2020.0,10,14.1,9.0,0.0,89.1,60.5,lowestoft
2020.0,11,12.5,6.0,1.0,31.6,73.5,lowestoft
2020.0,12,7.7,2.9,7.0,112.2,49.4,lowestoft
2021.0,1,5.8,1.1,10.0,89.9,50.3,lowestoft
2021.0,2,7.9,2.3,10.0,39.4,80.7,lowestoft
2021.0,3,10.1,3.7,0.0,30.8,121.0,lowestoft
2021.0,4,9.6,2.5,1.0,6.5,221.2,lowestoft
2021.0,5,13.7,6.7,0.0,57.8,196.6,lowestoft
2021.0,6,19.4,12.4,0.0,88.5,215.2,lowestoft
2021.0,7,21.4,13.5,0.0,33.9,159.8,lowestoft
2021.0,8,20.4,13.2,0.0,24.6,137.2,lowestoft
2021.0,9,21.2,12.9,0.0,22.6,160.1,lowestoft
2021.0,10,15.6,8.9,0.0,74.1,100.5,lowestoft
2021.0,11,10.9,5.7,1.0,40.8,93.7,lowestoft
2021.0,12,8.8,3.5,3.0,77.1,29.2,lowestoft
2022.0,1,8.0,2.1,3.0,23.1,102.4,lowestoft
2022.0,2,10.3,3.5,0.0,57.9,103.8,lowestoft
2022.0,3,11.1,4.5,0.0,19.9,216.1,lowestoft
2022.0,4,12.7,5.3,2.0,5.0,241.2,lowestoft
2022.0,5,17.4,9.1,0.0,25.1,200.6,lowestoft
2022.0,6,20.3,10.9,0.0,39.3,269.7,lowestoft
2022.0,7,24.5,13.6,0.0,7.5,265.3,lowestoft
2022.0,8,24.6,15.1,0.0,1.2,268.5,lowestoft
2022.0,9,19.7,11.5,0.0,52.0,149.8,lowestoft
2022.0,10,17.5,10.2,0.0,43.2,163.5,lowestoft
2022.0,11,12.2,6.6,0.0,116.7,53.4,lowestoft
2022.0,12,7.3,1.6,10.0,54.2,63.5,lowestoft
2013.0,1,6.1,1.8,11.0,36.3,,manston
2013.0,2,5.1,1.0,6.0,23.2,,manston
2013.0,3,5.7,1.5,8.0,54.8,,manston
2013.0,4,11.6,4.2,1.0,21.8,,manston
2013.0,5,14.6,6.8,0.0,42.2,,manston
2013.0,6,17.6,10.6,0.0,14.9,,manston
2013.0,7,22.3,13.9,0.0,20.8,,manston
2013.0,8,22.6,14.5,0.0,34.6,,manston
2013.0,9,18.5,11.3,0.0,46.2,,manston
2013.0,10,16.0,10.4,0.0,136.0,,manston
2013.0,11,9.7,5.0,1.0,86.6,,manston
2013.0,12,9.6,3.8,0.0,100.2,,manston
2014.0,1,9.4,3.9,2.0,126.4,,manston
2014.0,2,9.9,4.0,0.0,105.2,,manston
2014.0,3,12.4,4.9,0.0,22.4,,manston
2014.0,4,14.8,7.6,0.0,32.6,,manston
2014.0,5,16.6,9.2,0.0,71.4,,manston
2014.0,6,19.9,11.8,0.0,40.6,,manston
2014.0,7,22.4,14.8,0.0,41.8,,manston
2014.0,8,20.5,12.7,0.0,86.6,,manston
2014.0,9,20.0,13.2,0.0,4.8,,manston
2014.0,10,17.1,11.0,0.0,90.2,,manston
2014.0,11,12.2,7.7,0.0,89.2,,manston
2014.0,12,8.7,3.1,6.0,47.0,,manston
2015.0,1,7.9,2.0,8.0,74.6,,manston
2015.0,2,7.1,1.9,4.0,48.0,,manston
2015.0,3,10.1,3.8,2.0,11.6,,manston
2015.0,4,13.4,5.2,0.0,12.4,,manston
2015.0,5,16.3,8.1,0.0,48.6,,manston
2015.0,6,20.4,10.9,0.0,23.6,,manston
2015.0,7,22.3,13.6,0.0,87.0,,manston
2015.0,8,21.8,14.1,0.0,71.0,,manston
2015.0,9,17.5,10.7,0.0,87.0,,manston
2015.0,10,14.5,9.3,0.0,53.2,,manston
2015.0,11,13.2,7.5,0.0,52.4,,manston
2015.0,12,12.7,8.2,0.0,43.4,,manston
2016.0,1,8.6,3.1,3.0,78.0,,manston
2016.0,2,8.3,2.9,6.0,33.0,,manston
2016.0,3,9.6,3.5,2.0,59.4,,manston
2016.0,4,12.0,4.9,0.0,38.8,,manston
2016.0,5,16.7,9.3,0.0,36.0,,manston
2016.0,6,19.0,11.6,0.0,97.4,,manston
2016.0,7,22.8,14.0,0.0,10.8,,manston
2016.0,8,23.3,14.4,0.0,18.0,,manston
2016.0,9,22.5,14.4,0.0,76.2,,manston
2016.0,10,15.0,9.4,0.0,34.8,,manston
2016.0,11,10.1,4.4,2.0,103.4,,manston
2016.0,12,9.3,3.8,5.0,9.2,,manston
2017.0,1,6.3,0.7,13.0,48.2,,manston
2017.0,2,9.2,4.5,0.0,26.4,,manston
2017.0,3,13.0,6.0,0.0,17.2,,manston
2017.0,4,13.7,5.9,0.0,10.8,,manston
2017.0,5,17.9,9.8,0.0,57.8,,manston
2017.0,6,22.4,13.1,0.0,37.8,,manston
2017.0,7,22.8,14.5,0.0,74.2,,manston
2017.0,8,21.4,13.3,0.0,85.6,,manston
2017.0,9,18.3,11.1,0.0,37.0,,manston
2017.0,10,16.6,10.2,0.0,15.4,,manston
2017.0,11,10.5,4.7,1.0,31.6,,manston
2017.0,12,8.1,2.6,11.0,70.0,,manston
2018.0,1,8.9,3.3,1.0,68.2,,manston
2018.0,2,5.8,0.4,9.0,44.2,,manston
2018.0,3,8.5,2.5,7.0,77.4,,manston
2018.0,4,14.6,7.3,0.0,71.0,,manston
2018.0,5,17.0,9.0,0.0,43.4,,manston
2018.0,6,19.6,12.0,0.0,7.6,,manston
2018.0,7,24.9,15.0,0.0,21.8,336.9,manston
2018.0,8,22.4,13.9,0.0,73.2,,manston
2018.0,9,18.8,11.3,0.0,45.2,,manston
2018.0,10,16.2,9.6,0.0,47.0,,manston
2018.0,11,11.3,6.5,0.0,108.8,,manston
2018.0,12,9.9,4.9,0.0,59.4,,manston
2019.0,1,6.7,1.9,8.0,29.4,,manston
2019.0,2,10.7,3.6,2.0,21.0,,manston
2019.0,3,11.7,5.2,0.0,44.8,,manston
2019.0,4,12.8,5.9,0.0,20.4,,manston
2019.0,5,16.0,8.0,0.0,39.0,,manston
2019.0,6,20.2,12.0,0.0,63.0,,manston
2019.0,7,23.2,14.4,0.0,39.2,,manston
2019.0,8,23.7,13.9,0.0,22.0,,manston
2019.0,9,19.9,12.1,0.0,29.6,,manston
2019.0,10,15.1,9.4,0.0,101.2,,manston
2019.0,11,10.1,5.2,1.0,88.6,,manston
2019.0,12,9.5,4.1,4.0,79.2,,manston
2020.0,1,9.3,4.2,1.0,30.2,,manston
2020.0,2,10.4,4.2,1.0,90.0,,manston
2020.0,3,10.3,4.3,0.0,45.2,,manston
2020.0,4,14.7,6.5,0.0,33.0,,manston
2020.0,5,18.1,8.7,0.0,6.8,,manston
2020.0,6,20.8,12.0,0.0,34.2,,manston
2020.0,7,22.2,13.3,0.0,32.8,,manston
2020.0,8,24.5,15.9,0.0,32.0,,manston
2020.0,9,20.5,12.1,0.0,40.0,,manston
2020.0,10,14.9,9.2,0.0,136.8,,manston
2020.0,11,12.6,7.1,0.0,35.0,,manston
2020.0,12,8.4,4.0,1.0,88.2,,manston
2021.0,1,6.4,1.7,9.0,120.3,,manston
2021.0,2,8.2,3.2,9.0,5.2,,manston
2021.0,3,10.6,4.0,1.0,40.0,,manston
2021.0,4,9.9,3.4,2.0,5.8,,manston
2021.0,5,14.8,7.0,0.0,66.4,,manston
2021.0,6,20.6,12.8,0.0,94.4,,manston
2021.0,7,21.8,13.8,0.0,26.0,,manston
2021.0,8,20.5,13.7,0.0,66.6,,manston
2021.0,9,20.9,13.3,0.0,16.2,,manston
2021.0,10,15.8,9.6,0.0,90.2,,manston
2021.0,11,10.8,5.9,0.0,29.4,,manston
2021.0,12,9.4,4.6,2.0,51.8,,manston
2022.0,1,8.2,2.4,2.0,15.6,91.1,manston
2022.0,2,10.7,3.8,1.0,42.6,110.5,manston
2022.0,3,11.3,5.2,0.0,19.6,172.2,manston
2022.0,4,13.1,6.2,0.0,6.6,210.1,manston
2022.0,5,17.6,9.5,0.0,56.0,196.6,manston
2022.0,6,20.5,11.7,0.0,32.2,257.0,manston
2022.0,7,24.7,14.9,0.0,8.4,292.2,manston
2022.0,8,24.5,15.8,0.0,6.0,289.8,manston
2022.0,9,19.4,12.7,0.0,64.6,150.4,manston
2022.0,10,17.6,11.2,0.0,33.2,155.8,manston
2022.0,11,12.8,7.5,0.0,143.0,57.2,manston
2022.0,12,8.2,2.8,10.0,61.0,60.8,manston
2013.0,1,6.1,1.0,10.0,36.3,42.5,nairn
2013.0,2,7.1,-0.5,14.0,30.0,90.3,nairn
2013.0,3,6.0,-1.3,19.0,20.4,102.7,nairn
2013.0,4,10.5,0.1,14.0,28.8,164.9,nairn
2013.0,5,14.1,3.3,5.0,54.3,155.0,nairn
2013.0,6,17.3,6.7,0.0,50.5,146.9,nairn
2013.0,7,21.8,11.7,0.0,26.6,237.4,nairn
2013.0,8,19.9,11.5,0.0,39.9,146.7,nairn
2013.0,9,17.0,8.9,0.0,35.5,131.2,nairn
2013.0,10,13.6,6.9,1.0,47.1,80.9,nairn
2013.0,11,8.7,1.9,8.0,53.3,76.2,nairn
2013.0,12,9.3,3.4,4.0,73.8,22.6,nairn
2014.0,1,7.0,1.7,13.0,19.4,51.7,nairn
2014.0,2,8.4,2.1,6.0,30.3,76.0,nairn
2014.0,3,11.1,3.2,4.0,26.3,130.7,nairn
2014.0,4,13.6,5.3,2.0,34.8,116.1,nairn
2014.0,5,14.9,6.7,1.0,47.7,120.9,nairn
2014.0,6,18.2,10.4,0.0,94.7,128.3,nairn
2014.0,7,20.9,10.9,0.0,35.2,204.6,nairn
2014.0,8,18.1,9.2,0.0,175.4,139.3,nairn
2014.0,9,17.8,10.2,0.0,22.3,98.3,nairn
2014.0,10,14.2,7.2,0.0,108.5,72.3,nairn
2014.0,11,10.8,3.9,6.0,44.0,51.4,nairn
2014.0,12,7.4,0.8,7.0,114.6,53.6,nairn
2015.0,1,6.5,0.8,12.0,101.7,62.1,nairn
2015.0,2,7.5,0.9,9.0,20.3,87.6,nairn
2015.0,3,9.7,2.1,6.0,36.8,158.7,nairn
2015.0,4,12.6,3.3,1.0,37.1,206.6,nairn
2015.0,5,12.5,4.8,3.0,57.5,187.2,nairn
2015.0,6,15.9,7.9,0.0,51.9,140.8,nairn
2015.0,7,17.7,10.1,0.0,106.3,154.0,nairn
2015.0,8,18.6,10.6,0.0,71.9,158.4,nairn
2015.0,9,16.3,8.0,0.0,38.8,149.5,nairn
2015.0,10,14.4,5.4,1.0,44.4,135.7,nairn
2015.0,11,10.1,3.6,2.0,72.4,59.3,nairn
2015.0,12,9.6,3.2,6.0,105.2,47.5,nairn
2016.0,1,6.7,1.2,14.0,77.2,45.5,nairn
2016.0,2,6.6,-0.4,13.0,67.5,74.4,nairn
2016.0,3,9.9,2.3,8.0,36.4,119.1,nairn
2016.0,4,9.9,2.5,4.0,59.2,142.0,nairn
2016.0,5,14.7,7.1,0.0,32.8,195.6,nairn
2016.0,6,16.2,9.7,0.0,54.2,140.2,nairn
2016.0,7,18.3,11.1,0.0,63.5,122.0,nairn
2016.0,8,18.7,10.6,0.0,63.9,195.9,nairn
2016.0,9,17.9,10.3,0.0,63.1,131.5,nairn
2016.0,10,13.7,4.5,4.0,24.6,131.4,nairn
2016.0,11,8.0,0.8,8.0,27.7,76.7,nairn
2016.0,12,10.4,3.2,4.0,73.8,38.7,nairn
2017.0,1,8.3,1.5,10.0,51.6,78.0,nairn
2017.0,2,8.6,1.0,11.0,40.9,99.3,nairn
2017.0,3,10.8,2.4,10.0,50.4,157.9,nairn
2017.0,4,11.7,4.4,1.0,30.7,109.6,nairn
2017.0,5,16.9,7.0,1.0,35.8,245.2,nairn
2017.0,6,17.0,9.9,0.0,105.9,115.6,nairn
2017.0,7,18.6,10.3,0.0,58.9,151.9,nairn
2017.0,8,18.1,10.7,0.0,91.0,139.4,nairn
2017.0,9,15.8,9.4,0.0,93.2,112.8,nairn
2017.0,10,14.4,7.6,1.0,67.1,83.7,nairn
2017.0,11,7.7,2.1,2.0,94.6,54.8,nairn
2017.0,12,7.0,1.3,13.0,55.9,27.2,nairn
2018.0,1,5.6,0.1,16.0,66.8,69.4,nairn
2018.0,2,6.0,-0.8,14.0,31.7,128.1,nairn
2018.0,3,6.8,0.5,12.0,40.9,114.3,nairn
2018.0,4,12.1,3.7,4.0,34.4,191.4,nairn
2018.0,5,16.8,7.1,1.0,33.4,240.9,nairn
2018.0,6,18.8,9.4,0.0,24.9,244.6,nairn
2018.0,7,21.7,11.9,0.0,46.6,207.0,nairn
2018.0,8,18.5,10.5,0.0,36.1,156.0,nairn
2018.0,9,15.4,8.6,0.0,95.5,137.4,nairn
2018.0,10,13.1,5.5,2.0,61.5,102.4,nairn
2018.0,11,10.4,2.9,7.0,21.1,83.2,nairn
2018.0,12,8.2,1.6,12.0,20.4,47.0,nairn
2019.0,1,6.4,0.5,16.0,49.6,56.2,nairn
2019.0,2,10.7,2.3,6.0,30.1,85.7,nairn
2019.0,3,9.8,3.6,6.0,80.9,134.9,nairn
2019.0,4,13.7,4.1,2.0,42.9,185.5,nairn
2019.0,5,13.3,5.2,0.0,88.5,182.1,nairn
2019.0,6,16.9,8.7,0.0,71.0,185.2,nairn
2019.0,7,20.0,12.4,0.0,76.4,148.1,nairn
2019.0,8,18.6,11.4,0.0,127.5,140.3,nairn
2019.0,9,16.4,8.7,0.0,53.7,129.7,nairn
2019.0,10,12.1,4.7,2.0,41.3,115.0,nairn
2019.0,11,7.4,1.1,14.0,92.5,41.9,nairn
2019.0,12,7.9,1.9,11.0,58.0,40.3,nairn
2020.0,1,9.0,3.4,5.0,56.7,49.9,nairn
2020.0,2,7.1,0.7,9.0,128.4,88.4,nairn
2020.0,3,9.2,2.0,6.0,29.1,120.2,nairn
2020.0,4,13.0,3.1,4.0,12.0,235.8,nairn
2020.0,5,15.8,6.6,0.0,23.8,216.3,nairn
2020.0,6,17.6,9.9,0.0,66.9,147.1,nairn
2020.0,7,17.8,9.9,0.0,59.4,141.6,nairn
2020.0,8,18.4,11.1,0.0,29.3,153.9,nairn
2020.0,9,16.7,8.6,0.0,50.3,133.4,nairn
2020.0,10,12.1,6.2,0.0,143.4,64.6,nairn
2020.0,11,10.9,3.8,3.0,34.0,67.8,nairn
2020.0,12,7.3,2.4,5.0,133.2,35.7,nairn
2021.0,1,4.0,-0.9,18.0,81.2,54.8,nairn
2021.0,2,6.9,-0.3,11.0,16.4,121.7,nairn
2021.0,3,10.1,3.6,3.0,50.4,120.8,nairn
2021.0,4,10.7,0.5,13.0,28.1,243.4,nairn
2021.0,5,12.5,5.2,2.0,110.2,172.1,nairn
2021.0,6,19.1,9.6,0.0,21.0,215.9,nairn
2021.0,7,20.4,12.4,0.0,100.8,190.4,nairn
2021.0,8,18.7,11.5,0.0,49.8,133.6,nairn
2021.0,9,18.0,10.6,0.0,55.7,130.8,nairn
2021.0,10,13.8,7.0,0.0,70.4,61.3,nairn
2021.0,11,10.4,4.2,2.0,56.7,35.7,nairn
2021.0,12,6.9,1.2,11.0,45.9,41.9,nairn
2022.0,1,8.7,3.5,2.0,25.3,56.1,nairn
2022.0,2,7.7,1.6,4.0,95.2,76.1,nairn
2022.0,3,11.7,1.1,10.0,16.1,204.9,nairn
2022.0,4,11.6,3.7,3.0,75.4,137.0,nairn
2022.0,5,15.3,7.8,0.0,48.6,156.5,nairn
2022.0,6,18.6,9.3,0.0,29.4,209.6,nairn
2022.0,7,20.1,11.6,0.0,43.4,143.0,nairn
2022.0,8,19.5,11.3,0.0,31.8,172.1,nairn
2022.0,9,16.7,10.0,0.0,57.5,110.4,nairn
2022.0,10,14.4,7.7,0.0,55.3,109.1,nairn
2022.0,11,11.4,4.2,5.0,29.1,75.6,nairn
2022.0,12,5.3,-0.1,15.0,65.9,45.6,nairn
2013.0,1,5.4,0.8,16.0,56.2,,newtonrigg
2013.0,2,5.9,-0.7,18.0,26.4,,newtonrigg
2013.0,3,4.8,-1.8,23.0,43.3,,newtonrigg
2013.0,4,10.0,1.9,11.0,54.8,,newtonrigg
2013.0,5,13.6,5.0,2.0,78.4,,newtonrigg
2013.0,6,17.6,8.0,0.0,33.2,,newtonrigg
2013.0,7,22.5,11.4,0.0,86.6,,newtonrigg
2013.0,8,19.1,11.2,0.0,53.8,,newtonrigg
2013.0,9,16.0,8.5,0.0,44.4,,newtonrigg
2013.0,10,13.6,8.5,0.0,138.2,,newtonrigg
2013.0,11,8.2,1.1,13.0,64.4,,newtonrigg
2013.0,12,8.8,3.0,3.0,203.2,,newtonrigg
2014.0,1,7.1,2.4,3.0,179.4,,newtonrigg
2014.0,2,7.3,2.6,1.0,184.2,,newtonrigg
2014.0,3,10.2,2.4,9.0,59.8,,newtonrigg
2014.0,4,12.9,5.2,3.0,42.2,,newtonrigg
2014.0,5,14.8,7.2,0.0,68.0,,newtonrigg
2014.0,6,18.6,9.4,0.0,31.2,,newtonrigg
2014.0,7,21.4,10.2,0.0,31.0,,newtonrigg
2014.0,8,17.5,9.1,0.0,108.2,,newtonrigg
2014.0,9,18.3,8.2,0.0,5.6,,newtonrigg
2014.0,10,13.9,6.7,5.0,168.6,,newtonrigg
2014.0,11,10.0,3.6,2.0,86.6,,newtonrigg
2014.0,12,7.3,1.1,11.0,114.2,,newtonrigg
2015.0,1,6.3,1.0,11.0,127.8,,newtonrigg
2015.0,2,6.0,0.1,11.0,43.8,,newtonrigg
2015.0,3,8.6,1.3,9.0,73.4,,newtonrigg
2015.0,4,12.6,1.9,8.0,43.0,,newtonrigg
2015.0,5,12.8,5.3,2.0,97.2,,newtonrigg
2015.0,6,16.9,7.6,0.0,26.6,,newtonrigg
2015.0,7,18.0,9.7,0.0,87.8,,newtonrigg
2015.0,8,18.3,10.1,0.0,103.0,,newtonrigg
2015.0,9,16.3,6.3,0.0,31.6,,newtonrigg
2015.0,10,13.4,5.0,3.0,46.2,,newtonrigg
2015.0,11,10.9,5.0,4.0,212.4,,newtonrigg
2015.0,12,10.6,4.6,2.0,329.4,,newtonrigg
2016.0,1,6.9,2.2,8.0,161.4,,newtonrigg
2016.0,2,6.6,0.1,15.0,98.6,,newtonrigg
2016.0,3,8.9,1.3,9.0,57.6,,newtonrigg
2016.0,4,10.2,2.0,9.0,66.0,,newtonrigg
2016.0,5,,,,16.0,,newtonrigg
2016.0,6,18.7,9.8,0.0,108.0,,newtonrigg
2016.0,7,18.7,11.0,0.0,72.6,,newtonrigg
2016.0,8,18.5,10.8,0.0,97.2,,newtonrigg
2016.0,9,18.0,10.6,0.0,85.6,,newtonrigg
2016.0,10,13.2,5.2,1.0,37.6,,newtonrigg
2016.0,11,7.3,-0.2,15.0,95.4,,newtonrigg
2016.0,12,9.0,2.7,8.0,65.6,,newtonrigg
2017.0,1,6.3,0.8,17.0,42.4,,newtonrigg
2017.0,2,7.4,2.6,6.0,73.6,,newtonrigg
2017.0,3,10.5,3.1,6.0,123.2,,newtonrigg
2017.0,4,11.6,3.5,5.0,22.0,,newtonrigg
2017.0,5,16.9,6.3,2.0,25.0,,newtonrigg
2017.0,6,17.4,9.9,0.0,124.2,,newtonrigg
2017.0,7,18.3,10.1,0.0,94.0,,newtonrigg
2017.0,8,17.5,10.2,0.0,85.4,,newtonrigg
2017.0,9,15.2,8.3,0.0,114.8,,newtonrigg
2017.0,10,13.8,7.7,2.0,80.2,,newtonrigg
2017.0,11,8.4,1.5,10.0,89.4,,newtonrigg
2017.0,12,6.6,0.1,17.0,89.4,,newtonrigg
2018.0,1,6.3,1.6,5.0,114.2,,newtonrigg
2018.0,2,5.3,-1.1,17.0,64.6,,newtonrigg
2018.0,3,6.8,0.2,16.0,46.0,,newtonrigg
2018.0,4,11.8,4.4,5.0,53.2,,newtonrigg
2018.0,5,17.9,5.2,3.0,29.8,,newtonrigg
2018.0,6,20.5,8.8,0.0,49.4,,newtonrigg
2018.0,7,22.5,10.8,0.0,53.4,,newtonrigg
2018.0,8,18.6,11.3,0.0,71.6,,newtonrigg
2018.0,9,15.8,7.8,0.0,94.6,,newtonrigg
2018.0,10,13.1,5.0,6.0,106.8,,newtonrigg
2018.0,11,10.0,4.2,5.0,126.0,,newtonrigg
2018.0,12,8.1,2.3,6.0,76.4,,newtonrigg
2019.0,1,6.0,0.3,15.0,40.4,,newtonrigg
2019.0,2,10.3,2.1,6.0,61.2,,newtonrigg
2019.0,3,9.8,3.0,3.0,164.0,,newtonrigg
2019.0,4,13.3,2.6,7.0,52.4,,newtonrigg
2019.0,5,14.6,4.5,4.0,41.6,,newtonrigg
2019.0,6,17.1,8.9,0.0,107.8,,newtonrigg
2019.0,7,20.7,11.8,0.0,116.0,,newtonrigg
2019.0,8,19.4,12.0,0.0,159.4,,newtonrigg
2019.0,9,16.4,8.6,0.0,139.2,,newtonrigg
2019.0,10,11.7,4.7,4.0,77.2,,newtonrigg
2019.0,11,7.4,1.6,11.0,64.4,,newtonrigg
2019.0,12,7.6,2.2,6.0,125.8,,newtonrigg
2020.0,1,8.0,2.6,5.0,106.6,,newtonrigg
2020.0,2,7.7,2.0,3.0,251.0,,newtonrigg
2020.0,3,9.7,1.7,11.0,76.6,,newtonrigg
2020.0,4,14.4,3.0,6.0,11.4,,newtonrigg
2020.0,5,16.7,5.3,5.0,27.0,,newtonrigg
2020.0,6,18.7,9.7,0.0,126.0,,newtonrigg
2020.0,7,18.1,10.3,0.0,74.0,,newtonrigg
2020.0,8,19.7,11.1,0.0,171.1,,newtonrigg
2020.0,9,16.5,6.8,0.0,87.2,,newtonrigg
2020.0,10,12.6,5.4,1.0,157.0,,newtonrigg
2020.0,11,10.8,4.8,3.0,90.6,,newtonrigg
2020.0,12,6.4,1.5,10.0,147.4,,newtonrigg
2021.0,1,4.6,-1.4,20.0,125.4,,newtonrigg
2021.0,2,6.7,0.8,10.0,106.8,,newtonrigg
2021.0,3,10.2,2.7,6.0,120.0,,newtonrigg
2021.0,4,,,,4.4,,newtonrigg
2021.0,5,,,,101.8,,newtonrigg
2021.0,6,19.2,9.1,0.0,22.4,,newtonrigg
2021.0,7,,,,50.2,,newtonrigg
2021.0,8,,,,45.6,,newtonrigg
2021.0,9,,,,61.6,,newtonrigg
2021.0,10,,,,191.8,,newtonrigg
2021.0,11,,,,67.0,,newtonrigg
2021.0,12,,,,85.6,,newtonrigg
2022.0,1,,,,,,newtonrigg
2022.0,2,,,,,,newtonrigg
2022.0,3,,,,,,newtonrigg
2022.0,4,,,,,,newtonrigg
2022.0,5,,,,,,newtonrigg
2022.0,6,,,,,,newtonrigg
2022.0,7,,,,,,newtonrigg
2022.0,8,,,,,,newtonrigg
2022.0,9,,,,,,newtonrigg
2022.0,10,,,,,,newtonrigg
2022.0,11,,,,,,newtonrigg
2022.0,12,,,,,,newtonrigg
2013.0,1,6.4,1.9,14.0,58.5,47.8,oxford
2013.0,2,6.2,0.9,5.0,47.4,72.3,oxford
2013.0,3,6.3,0.2,16.0,76.6,60.7,oxford
2013.0,4,12.9,3.9,6.0,24.8,177.0,oxford
2013.0,5,15.9,6.7,0.0,66.2,193.6,oxford
2013.0,6,19.3,10.2,0.0,17.3,181.3,oxford
2013.0,7,25.5,13.9,0.0,45.7,297.3,oxford
2013.0,8,23.1,13.1,0.0,19.3,205.9,oxford
2013.0,9,19.0,9.9,0.0,40.6,123.1,oxford
2013.0,10,16.3,9.9,0.0,86.5,101.8,oxford
2013.0,11,9.9,3.8,2.0,55.2,85.7,oxford
2013.0,12,10.0,3.6,0.0,97.7,63.6,oxford
2014.0,1,9.3,3.5,3.0,146.9,77.7,oxford
2014.0,2,9.7,4.2,0.0,90.1,97.4,oxford
2014.0,3,12.8,3.5,2.0,39.2,135.6,oxford
2014.0,4,,6.4,0.0,50.2,149.5,oxford
2014.0,5,,8.9,0.0,90.3,185.7,oxford
2014.0,6,21.5,11.8,0.0,36.9,236.3,oxford
2014.0,7,24.9,13.5,0.0,45.5,264.6,oxford
2014.0,8,20.8,11.7,0.0,85.6,190.5,oxford
2014.0,9,21.1,11.4,0.0,4.1,143.7,oxford
2014.0,10,16.8,9.9,0.0,65.6,116.9,oxford
2014.0,11,11.5,5.7,2.0,98.6,60.9,oxford
2014.0,12,8.7,2.4,9.0,44.0,96.9,oxford
2015.0,1,8.4,1.6,10.0,53.6,81.0,oxford
2015.0,2,7.5,1.0,10.0,46.2,80.8,oxford
2015.0,3,11.4,3.3,1.0,25.6,122.9,oxford
2015.0,4,15.9,4.5,0.0,22.5,214.1,oxford
2015.0,5,16.8,7.7,0.0,55.6,183.3,oxford
2015.0,6,21.1,10.2,0.0,28.9,242.9,oxford
2015.0,7,22.6,12.5,0.0,47.8,201.0,oxford
2015.0,8,21.3,13.0,0.0,57.2,135.3,oxford
2015.0,9,18.4,8.9,0.0,36.8,164.3,oxford
2015.0,10,15.1,7.9,0.0,45.0,84.1,oxford
2015.0,11,13.1,7.3,2.0,65.3,33.8,oxford
2015.0,12,13.4,8.3,0.0,62.9,38.3,oxford
2016.0,1,9.4,3.0,5.0,83.9,59.1,oxford
2016.0,2,9.1,2.7,6.0,47.6,112.9,oxford
2016.0,3,10.2,2.2,4.0,74.2,123.8,oxford
2016.0,4,12.9,4.0,1.0,53.1,163.7,oxford
2016.0,5,18.4,8.7,0.0,86.1,202.9,oxford
2016.0,6,20.0,11.9,0.0,95.7,100.4,oxford
2016.0,7,23.3,13.8,0.0,3.4,227.6,oxford
2016.0,8,23.5,13.6,0.0,41.2,204.5,oxford
2016.0,9,20.9,13.0,0.0,44.6,113.2,oxford
2016.0,10,15.1,7.3,0.0,26.5,112.2,oxford
2016.0,11,9.4,3.3,3.0,76.1,88.3,oxford
2016.0,12,9.6,3.0,10.0,25.8,62.3,oxford
2017.0,1,7.3,0.8,16.0,62.8,64.6,oxford
2017.0,2,9.5,4.0,1.0,42.8,58.4,oxford
2017.0,3,13.7,5.8,0.0,43.1,115.6,oxford
2017.0,4,15.1,4.7,0.0,5.4,174.6,oxford
2017.0,5,19.0,9.4,0.0,63.6,169.4,oxford
2017.0,6,22.7,12.9,0.0,29.7,213.3,oxford
2017.0,7,23.3,13.9,0.0,62.3,179.2,oxford
2017.0,8,21.4,12.6,0.0,62.8,176.1,oxford
2017.0,9,18.5,10.4,0.0,64.6,119.4,oxford
2017.0,10,,9.7,0.0,17.1,97.7,oxford
2017.0,11,10.7,3.8,3.0,48.4,99.6,oxford
2017.0,12,8.3,2.6,10.0,74.2,55.5,oxford
2018.0,1,8.9,3.0,4.0,59.1,67.7,oxford
